I.No	gene_symbol	gene_ensembl_id	mirna_name	mirna_db_id	interaction_score
2180	RAB11FIP2	ENSG00000107560	hsa-miR-7154-5p	MIMAT0028218	0.927071156090346
2181	UTRN	ENSG00000152818	hsa-miR-380-3p	MIMAT0000735	0.927041801512985
2182	MECP2	ENSG00000169057	hsa-miR-380-3p	MIMAT0000735	0.92703807672006
2183	TP53TG3E	ENSG00000275034	hsa-miR-4496	MIMAT0019031	0.926996884584318
2184	GRIN2B	ENSG00000273079	hsa-miR-137-3p	MIMAT0000429	0.926996042550635
2185	MEGF9	ENSG00000106780	hsa-miR-137-3p	MIMAT0000429	0.926933600070791
2186	LNPK	ENSG00000144320	hsa-miR-1252-3p	MIMAT0026744	0.926886697104158
2187	PHF3	ENSG00000118482	hsa-miR-329-5p	MIMAT0026555	0.926878787651991
2188	PLPPR4	ENSG00000117600	hsa-miR-542-3p	MIMAT0003389	0.926870016467679
2189	LAMC1	ENSG00000135862	hsa-miR-4496	MIMAT0019031	0.926848087447702
2190	CLMN	ENSG00000165959	hsa-miR-1252-3p	MIMAT0026744	0.926791662455015
2191	RLIM	ENSG00000131263	hsa-miR-1252-3p	MIMAT0026744	0.926708132584654
2192	SZRD1	ENSG00000055070	hsa-miR-137-3p	MIMAT0000429	0.926668703538671
2193	KCNMA1	ENSG00000156113	hsa-miR-1252-3p	MIMAT0026744	0.926659505240591
2194	CALHM5	ENSG00000178033	hsa-miR-380-3p	MIMAT0000735	0.926659107822373
2195	INO80D	ENSG00000114933	hsa-miR-1252-3p	MIMAT0026744	0.926640245974033
2196	SLC30A1	ENSG00000170385	hsa-miR-380-3p	MIMAT0000735	0.926588351232758
2197	MGLL	ENSG00000074416	hsa-miR-137-3p	MIMAT0000429	0.926567631895988
2198	PRDM10	ENSG00000170325	hsa-miR-5007-5p	MIMAT0021035	0.926522873238577
2199	TENT4A	ENSG00000112941	hsa-miR-137-3p	MIMAT0000429	0.926521294492682
2200	PRIM2	ENSG00000146143	hsa-miR-542-3p	MIMAT0003389	0.926517487828995
2201	EIF5A2	ENSG00000163577	hsa-miR-329-5p	MIMAT0026555	0.926494186090135
2202	ARIH1	ENSG00000166233	hsa-miR-148a-5p	MIMAT0004549	0.926469083663399
2203	CLOCK	ENSG00000134852	hsa-miR-4496	MIMAT0019031	0.926400479968256
2204	ELAVL4	ENSG00000162374	hsa-miR-1252-3p	MIMAT0026744	0.926385666375197
2205	AGO3	ENSG00000126070	hsa-miR-4496	MIMAT0019031	0.926379408963164
2206	MDFIC	ENSG00000135272	hsa-miR-7154-5p	MIMAT0028218	0.926357696905453
2207	PCDH19	ENSG00000165194	hsa-miR-4496	MIMAT0019031	0.926287237034209
2208	ESM1	ENSG00000164283	hsa-miR-148a-5p	MIMAT0004549	0.926265780251391
2209	CDH8	ENSG00000150394	hsa-miR-137-3p	MIMAT0000429	0.926262123479135
2210	KIF15	ENSG00000163808	hsa-miR-329-5p	MIMAT0026555	0.926247190805108
2211	CREBRF	ENSG00000164463	hsa-miR-542-3p	MIMAT0003389	0.926241825893093
2212	CDC42	ENSG00000070831	hsa-miR-1252-3p	MIMAT0026744	0.926225295081304
2213	KIAA0040	ENSG00000235750	hsa-miR-329-5p	MIMAT0026555	0.926184683944043
2214	OSBPL7	ENSG00000006025	hsa-miR-6780a-3p	MIMAT0027461	0.926182880833163
2215	KCNA2	ENSG00000177301	hsa-miR-1252-3p	MIMAT0026744	0.926170305903604
2216	OR2T6	ENSG00000198104	hsa-miR-380-3p	MIMAT0000735	0.926166243571864
2217	ITGB8	ENSG00000105855	hsa-miR-542-3p	MIMAT0003389	0.926097062472754
2218	TRPM3	ENSG00000083067	hsa-miR-137-3p	MIMAT0000429	0.926077517550105
2219	LVRN	ENSG00000172901	hsa-miR-137-3p	MIMAT0000429	0.926063594747296
2220	RASGRP2	ENSG00000068831	hsa-miR-5007-5p	MIMAT0021035	0.926047941969978
2221	PRRG4	ENSG00000135378	hsa-miR-148a-5p	MIMAT0004549	0.925976819780489
2222	SLC35F1	ENSG00000196376	hsa-miR-4496	MIMAT0019031	0.925973364148943
2223	GSK3B	ENSG00000082701	hsa-miR-1252-3p	MIMAT0026744	0.925968159112758
2224	FGFR2	ENSG00000066468	hsa-miR-6780a-3p	MIMAT0027461	0.925894797475223
2225	DNAJB7	ENSG00000172404	hsa-miR-7154-5p	MIMAT0028218	0.925890969094209
2226	RNLS	ENSG00000184719	hsa-miR-380-3p	MIMAT0000735	0.925884662850276
2227	HAUS3	ENSG00000214367	hsa-miR-380-3p	MIMAT0000735	0.925877245752616
2228	TP53TG3F	ENSG00000278848	hsa-miR-4496	MIMAT0019031	0.925829515176167
2229	SGCD	ENSG00000170624	hsa-miR-1252-3p	MIMAT0026744	0.925823297954193
2230	CLDN12	ENSG00000157224	hsa-miR-4496	MIMAT0019031	0.925822207582278
2231	SYN2	ENSG00000157152	hsa-miR-137-3p	MIMAT0000429	0.925814113675095
2232	EIF4E	ENSG00000151247	hsa-miR-1252-3p	MIMAT0026744	0.925795618629193
2233	PDS5B	ENSG00000083642	hsa-miR-3618	MIMAT0017998	0.925647346198912
2234	PLD5	ENSG00000180287	hsa-miR-1252-3p	MIMAT0026744	0.925630876096931
2235	GABRG2	ENSG00000113327	hsa-miR-1252-3p	MIMAT0026744	0.925604735520094
2236	FGD6	ENSG00000180263	hsa-miR-380-3p	MIMAT0000735	0.925583745402486
2237	VPS13A	ENSG00000197969	hsa-miR-137-3p	MIMAT0000429	0.925547975183972
2238	JAG1	ENSG00000101384	hsa-miR-137-3p	MIMAT0000429	0.925545126403348
2239	PTGES3	ENSG00000110958	hsa-miR-7154-5p	MIMAT0028218	0.925528833314143
2240	SHISA3	ENSG00000178343	hsa-miR-7154-5p	MIMAT0028218	0.925515844676129
2241	ATRX	ENSG00000085224	hsa-miR-1252-3p	MIMAT0026744	0.92549133737308
2242	MTRNR2L11	ENSG00000270188	hsa-miR-1288-5p	MIMAT0026743	0.925489404828169
2243	SLC16A10	ENSG00000112394	hsa-miR-4496	MIMAT0019031	0.925464604480796
2244	AMPH	ENSG00000078053	hsa-miR-329-5p	MIMAT0026555	0.92538623164622
2245	DNAJC10	ENSG00000077232	hsa-miR-380-3p	MIMAT0000735	0.92533680203796
2246	RAP2A	ENSG00000125249	hsa-miR-1252-3p	MIMAT0026744	0.92532492304413
2247	TRAF6	ENSG00000175104	hsa-miR-4496	MIMAT0019031	0.925282815452252
2248	ULBP1	ENSG00000111981	hsa-miR-7154-5p	MIMAT0028218	0.925179346170104
2249	GNA13	ENSG00000120063	hsa-miR-1252-3p	MIMAT0026744	0.925152829481666
2250	PPP2R2B	ENSG00000156475	hsa-miR-1288-5p	MIMAT0026743	0.925133458385923
2251	SAMD3	ENSG00000164483	hsa-miR-4496	MIMAT0019031	0.925114984440132
2252	CDKN2AIP	ENSG00000168564	hsa-miR-380-3p	MIMAT0000735	0.925094352788349
2253	MEIS2	ENSG00000134138	hsa-miR-6780a-3p	MIMAT0027461	0.925093627280088
2254	TMEM245	ENSG00000106771	hsa-miR-148a-5p	MIMAT0004549	0.925086311949345
2255	SNX19	ENSG00000120451	hsa-miR-1252-3p	MIMAT0026744	0.925062571366662
2256	DYNC2LI1	ENSG00000138036	hsa-miR-329-5p	MIMAT0026555	0.925058190821267
2257	ATP5F1E	ENSG00000124172	hsa-miR-212-5p	MIMAT0022695	0.925040529797975
2258	ABO	ENSG00000175164	hsa-miR-380-3p	MIMAT0000735	0.925027380007699
2259	SP4	ENSG00000105866	hsa-miR-4496	MIMAT0019031	0.925021584091568
2260	GOLGA3	ENSG00000090615	hsa-miR-137-3p	MIMAT0000429	0.924995846909896
2261	TP53TG3	ENSG00000183632	hsa-miR-4496	MIMAT0019031	0.924958793907832
2262	AP3B2	ENSG00000103723	hsa-miR-6780a-3p	MIMAT0027461	0.924950246938251
2263	DYRK1A	ENSG00000157540	hsa-miR-212-5p	MIMAT0022695	0.924921657139693
2264	SLC9B2	ENSG00000164038	hsa-miR-4496	MIMAT0019031	0.924912154557728
2265	WNK3	ENSG00000196632	hsa-miR-1252-3p	MIMAT0026744	0.924867815544671
2266	SIGLEC6	ENSG00000105492	hsa-miR-380-3p	MIMAT0000735	0.924850437443295
2267	INSL5	ENSG00000172410	hsa-miR-137-3p	MIMAT0000429	0.924838982103699
2268	RYBP	ENSG00000163602	hsa-miR-148a-5p	MIMAT0004549	0.924813532362876
2269	CLVS2	ENSG00000146352	hsa-miR-380-3p	MIMAT0000735	0.924640491153766
2270	AMBN	ENSG00000178522	hsa-miR-1252-3p	MIMAT0026744	0.924608665592809
2271	POU2F1	ENSG00000143190	hsa-miR-4496	MIMAT0019031	0.9245998799182
2272	ADH5	ENSG00000197894	hsa-miR-7154-5p	MIMAT0028218	0.924537850933613
2273	DLG3	ENSG00000082458	hsa-miR-6780a-3p	MIMAT0027461	0.924510648247175
2274	SNX17	ENSG00000115234	hsa-miR-4496	MIMAT0019031	0.924458305552186
2275	SPIN1	ENSG00000106723	hsa-miR-1252-3p	MIMAT0026744	0.924331434052023
2276	EBF1	ENSG00000164330	hsa-miR-148a-5p	MIMAT0004549	0.924299407510221
2277	BRINP2	ENSG00000198797	hsa-miR-212-5p	MIMAT0022695	0.924285760591292
2278	ZBTB20	ENSG00000181722	hsa-miR-542-3p	MIMAT0003389	0.92425269632215
2279	USP28	ENSG00000048028	hsa-miR-137-3p	MIMAT0000429	0.924208973966535
2280	PTEN	ENSG00000171862	hsa-miR-542-3p	MIMAT0003389	0.92420397150283
2281	ZNF891	ENSG00000214029	hsa-miR-4496	MIMAT0019031	0.924191610107871
2282	YTHDF3	ENSG00000185728	hsa-miR-5007-5p	MIMAT0021035	0.924189492697114
2283	CACNG5	ENSG00000075429	hsa-miR-4496	MIMAT0019031	0.924175557970136
2284	ZFYVE16	ENSG00000039319	hsa-miR-137-3p	MIMAT0000429	0.924149333943304
2285	C4orf46	ENSG00000205208	hsa-miR-380-3p	MIMAT0000735	0.924098696525577
2286	HAPLN2	ENSG00000132702	hsa-miR-137-3p	MIMAT0000429	0.924070389156952
2287	MBOAT2	ENSG00000143797	hsa-miR-1252-3p	MIMAT0026744	0.924030873062784
2288	PURB	ENSG00000146676	hsa-miR-6861-5p	MIMAT0027623	0.923981074584261
2289	USP15	ENSG00000135655	hsa-miR-4496	MIMAT0019031	0.923971178056102
2290	UPF2	ENSG00000151461	hsa-miR-137-3p	MIMAT0000429	0.92393988401661
2291	PEX11A	ENSG00000166821	hsa-miR-7154-5p	MIMAT0028218	0.923873291254493
2292	SPDYE5	ENSG00000170092	hsa-miR-380-3p	MIMAT0000735	0.923848636022656
2293	LSM5	ENSG00000106355	hsa-miR-1252-3p	MIMAT0026744	0.923834818069781
2294	RAB22A	ENSG00000124209	hsa-miR-1252-3p	MIMAT0026744	0.923742210741239
2295	SLC38A2	ENSG00000134294	hsa-miR-7154-5p	MIMAT0028218	0.923722888089581
2296	SPDYE8	ENSG00000273520	hsa-miR-1252-3p	MIMAT0026744	0.92369466210238
2297	PAFAH1B1	ENSG00000007168	hsa-miR-1252-3p	MIMAT0026744	0.923601314941924
2298	HAUS1	ENSG00000152240	hsa-miR-6780a-3p	MIMAT0027461	0.923584814740379
2299	GRID2	ENSG00000152208	hsa-miR-1252-3p	MIMAT0026744	0.923583044669226
2300	BCHE	ENSG00000114200	hsa-miR-4496	MIMAT0019031	0.923576343825464
2301	TBC1D22A	ENSG00000054611	hsa-miR-3618	MIMAT0017998	0.923509480698959
2302	PYGO1	ENSG00000171016	hsa-miR-137-3p	MIMAT0000429	0.923504227036121
2303	AHR	ENSG00000106546	hsa-miR-542-3p	MIMAT0003389	0.923485912267522
2304	SPDYE9	ENSG00000262461	hsa-miR-1252-3p	MIMAT0026744	0.923482518756375
2305	SPDYE11	ENSG00000286228	hsa-miR-1252-3p	MIMAT0026744	0.923478328736558
2306	PHF14	ENSG00000106443	hsa-miR-1252-3p	MIMAT0026744	0.923448040277387
2307	ZC4H2	ENSG00000126970	hsa-miR-329-5p	MIMAT0026555	0.923427113064718
2308	SMURF1	ENSG00000198742	hsa-miR-137-3p	MIMAT0000429	0.923417888794281
2309	PTPRD	ENSG00000153707	hsa-miR-1252-3p	MIMAT0026744	0.923407969617718
2310	CCDC50	ENSG00000152492	hsa-miR-212-5p	MIMAT0022695	0.923400827447668
2311	ACO1	ENSG00000122729	hsa-miR-1252-3p	MIMAT0026744	0.923354236969042
2312	SS18L2	ENSG00000008324	hsa-miR-1252-3p	MIMAT0026744	0.923350432504154
2313	VWC2L	ENSG00000174453	hsa-miR-329-5p	MIMAT0026555	0.923340588889561
2314	RAP2B	ENSG00000181467	hsa-miR-1252-3p	MIMAT0026744	0.923300245877766
2315	FXYD6	ENSG00000137726	hsa-miR-4496	MIMAT0019031	0.923293189734523
2316	PCDH8	ENSG00000136099	hsa-miR-1252-3p	MIMAT0026744	0.923254495004054
2317	GJA1	ENSG00000152661	hsa-miR-3618	MIMAT0017998	0.923238604391978
2318	ZNF624	ENSG00000197566	hsa-miR-1252-3p	MIMAT0026744	0.923235118805527
2319	ZNF737	ENSG00000237440	hsa-miR-5007-5p	MIMAT0021035	0.923181699854285
2320	C12orf45	ENSG00000151131	hsa-miR-6780a-3p	MIMAT0027461	0.923179936000401
2321	CNFN	ENSG00000105427	hsa-miR-329-5p	MIMAT0026555	0.923161070520513
2322	NMT2	ENSG00000152465	hsa-miR-1252-3p	MIMAT0026744	0.923153522860029
2323	ZDHHC18	ENSG00000204160	hsa-miR-212-5p	MIMAT0022695	0.923121646742344
2324	PDE4A	ENSG00000065989	hsa-miR-137-3p	MIMAT0000429	0.923095065430646
2325	TMEM196	ENSG00000173452	hsa-miR-329-5p	MIMAT0026555	0.923091697373408
2326	KAT7	ENSG00000136504	hsa-miR-1252-3p	MIMAT0026744	0.923053145070622
2327	ANKRD12	ENSG00000101745	hsa-miR-137-3p	MIMAT0000429	0.923022211548618
2328	TSHZ2	ENSG00000182463	hsa-miR-1252-3p	MIMAT0026744	0.92301570859655
2329	FAM126A	ENSG00000122591	hsa-miR-5007-5p	MIMAT0021035	0.922974131172502
2330	CCDC85C	ENSG00000205476	hsa-miR-137-3p	MIMAT0000429	0.922921944873057
2331	SHPRH	ENSG00000146414	hsa-miR-137-3p	MIMAT0000429	0.922848333759704
2332	ZNF397	ENSG00000186812	hsa-miR-7154-5p	MIMAT0028218	0.92280005389387
2333	BPTF	ENSG00000171634	hsa-miR-1252-3p	MIMAT0026744	0.922790434429452
2334	KCND2	ENSG00000184408	hsa-miR-137-3p	MIMAT0000429	0.922784154165423
2335	NRF1	ENSG00000106459	hsa-miR-380-3p	MIMAT0000735	0.922763981498385
2336	PCGF3	ENSG00000185619	hsa-miR-380-3p	MIMAT0000735	0.922758899946186
2337	UPRT	ENSG00000094841	hsa-miR-1252-3p	MIMAT0026744	0.922743180926707
2338	SOD2	ENSG00000112096	hsa-miR-5007-5p	MIMAT0021035	0.922733845747176
2339	MAS1	ENSG00000130368	hsa-miR-5007-5p	MIMAT0021035	0.922725186144419
2340	ELAPOR2	ENSG00000164659	hsa-miR-380-3p	MIMAT0000735	0.92267280942597
2341	PLXNA4	ENSG00000221866	hsa-miR-6780a-3p	MIMAT0027461	0.922643181566852
2342	TNRC6B	ENSG00000100354	hsa-miR-380-3p	MIMAT0000735	0.922625947192865
2343	LARP6	ENSG00000166173	hsa-miR-3618	MIMAT0017998	0.922585586824211
2344	SGPL1	ENSG00000166224	hsa-miR-4496	MIMAT0019031	0.922542954415275
2345	MEGF10	ENSG00000145794	hsa-miR-1252-3p	MIMAT0026744	0.922539524396324
2346	IPO7	ENSG00000205339	hsa-miR-1252-3p	MIMAT0026744	0.922469803859557
2347	TBC1D3K	ENSG00000273513	hsa-miR-4496	MIMAT0019031	0.92246005888462
2348	PGM2	ENSG00000169299	hsa-miR-137-3p	MIMAT0000429	0.922453504069131
2349	FAM204A	ENSG00000165669	hsa-miR-7154-5p	MIMAT0028218	0.922447603953866
2350	GPX7	ENSG00000116157	hsa-miR-137-3p	MIMAT0000429	0.922414153753647
2351	TAFA2	ENSG00000198673	hsa-miR-1252-3p	MIMAT0026744	0.922376841323501
2352	SERPINB13	ENSG00000197641	hsa-miR-1252-3p	MIMAT0026744	0.922290085941472
2353	NBPF12	ENSG00000268043	hsa-miR-1252-3p	MIMAT0026744	0.922223828367165
2354	CD109	ENSG00000156535	hsa-miR-1252-3p	MIMAT0026744	0.922200302734109
2355	LRIG2	ENSG00000198799	hsa-miR-1252-3p	MIMAT0026744	0.922199745742559
2356	PCDHA10	ENSG00000250120	hsa-miR-380-3p	MIMAT0000735	0.922193592294751
2357	ZNF503	ENSG00000165655	hsa-miR-1252-3p	MIMAT0026744	0.922177420078966
2358	CRY1	ENSG00000008405	hsa-miR-148a-5p	MIMAT0004549	0.922149374154332
2359	FAM221B	ENSG00000204930	hsa-miR-6780a-3p	MIMAT0027461	0.922031655055908
2360	HNRNPU	ENSG00000153187	hsa-miR-7154-5p	MIMAT0028218	0.921952642431701
2361	NEFL	ENSG00000277586	hsa-miR-329-5p	MIMAT0026555	0.921951858114825
2362	PDE12	ENSG00000174840	hsa-miR-1252-3p	MIMAT0026744	0.921704918094479
2363	RABL2B	ENSG00000079974	hsa-miR-380-3p	MIMAT0000735	0.921696195479483
2364	SRP9	ENSG00000143742	hsa-miR-212-5p	MIMAT0022695	0.921625334934159
2365	MEF2A	ENSG00000068305	hsa-miR-380-3p	MIMAT0000735	0.921600663867683
2366	NEUROG2	ENSG00000178403	hsa-miR-329-5p	MIMAT0026555	0.921526829578677
2367	AC137834.1	ENSG00000258830	hsa-miR-542-3p	MIMAT0003389	0.921525768351995
2368	ARHGAP24	ENSG00000138639	hsa-miR-137-3p	MIMAT0000429	0.921522370582476
2369	MICAL3	ENSG00000243156	hsa-miR-6780a-3p	MIMAT0027461	0.921495203276419
2370	TUG1	ENSG00000253352	hsa-miR-148a-5p	MIMAT0004549	0.921488605381151
2371	KLF4	ENSG00000136826	hsa-miR-137-3p	MIMAT0000429	0.921472408626587
2372	PABPC4L	ENSG00000254535	hsa-miR-137-3p	MIMAT0000429	0.92147012911997
2373	UHRF2	ENSG00000147854	hsa-miR-7154-5p	MIMAT0028218	0.921445334833354
2374	MFSD4B	ENSG00000173214	hsa-miR-1252-3p	MIMAT0026744	0.921411666555667
2375	INTS3	ENSG00000143624	hsa-miR-4496	MIMAT0019031	0.921368740575868
2376	NUDT4	ENSG00000173598	hsa-miR-137-3p	MIMAT0000429	0.921344888792091
2377	RALY	ENSG00000125970	hsa-miR-6780a-3p	MIMAT0027461	0.921321531838058
2378	CD46	ENSG00000117335	hsa-miR-1252-3p	MIMAT0026744	0.921245162026119
2379	RHOG	ENSG00000177105	hsa-miR-329-5p	MIMAT0026555	0.921164243036338
2380	DAZ2	ENSG00000205944	hsa-miR-5007-5p	MIMAT0021035	0.921123276216112
2381	MBTPS2	ENSG00000012174	hsa-miR-5007-5p	MIMAT0021035	0.921077812346587
2382	DGKI	ENSG00000157680	hsa-miR-148a-5p	MIMAT0004549	0.92107225753974
2383	PKD2	ENSG00000118762	hsa-miR-380-3p	MIMAT0000735	0.921070044130331
2384	GALNT6	ENSG00000139629	hsa-miR-6780a-3p	MIMAT0027461	0.921069523124076
2385	RBBP4	ENSG00000162521	hsa-miR-1252-3p	MIMAT0026744	0.921054200940466
2386	KAT2B	ENSG00000114166	hsa-miR-329-5p	MIMAT0026555	0.921006536816109
2387	NEXMIF	ENSG00000050030	hsa-miR-1252-3p	MIMAT0026744	0.921005700745239
2388	SP3	ENSG00000172845	hsa-miR-1252-3p	MIMAT0026744	0.921001548334733
2389	APPBP2	ENSG00000062725	hsa-miR-1252-3p	MIMAT0026744	0.92099709710378
2390	ZNF415	ENSG00000170954	hsa-miR-329-5p	MIMAT0026555	0.920968824800072
2391	RPAP2	ENSG00000122484	hsa-miR-148a-5p	MIMAT0004549	0.920944632714562
2392	POTEC	ENSG00000183206	hsa-miR-329-5p	MIMAT0026555	0.920923336383733
2393	GOLGA6L1	ENSG00000273976	hsa-miR-1252-3p	MIMAT0026744	0.920920640090484
2394	EYA4	ENSG00000112319	hsa-miR-329-5p	MIMAT0026555	0.920915797979416
2395	ZNF587B	ENSG00000269343	hsa-miR-4496	MIMAT0019031	0.920886788307767
2396	TBCEL	ENSG00000154114	hsa-miR-1252-3p	MIMAT0026744	0.920876007527343
2397	ZFX	ENSG00000005889	hsa-miR-329-5p	MIMAT0026555	0.920854710662072
2398	B3GALT5	ENSG00000183778	hsa-miR-1252-3p	MIMAT0026744	0.920847000071112
2399	AC098850.3	ENSG00000266302	hsa-miR-7154-5p	MIMAT0028218	0.920844465562207
2400	TERF1	ENSG00000147601	hsa-miR-329-5p	MIMAT0026555	0.920844448921199
2401	SNX16	ENSG00000104497	hsa-miR-380-3p	MIMAT0000735	0.920823621750705
2402	C3orf38	ENSG00000179021	hsa-miR-148a-5p	MIMAT0004549	0.92075881723882
2403	ASF1A	ENSG00000111875	hsa-miR-1252-3p	MIMAT0026744	0.920746021139116
2404	CNKSR3	ENSG00000153721	hsa-miR-7154-5p	MIMAT0028218	0.920727768079051
2405	TRIM36	ENSG00000152503	hsa-miR-1252-3p	MIMAT0026744	0.920711151328565
2406	GNA13	ENSG00000120063	hsa-miR-380-3p	MIMAT0000735	0.920695136869235
2407	ZNF391	ENSG00000124613	hsa-miR-7154-5p	MIMAT0028218	0.920685712450705
2408	MINDY2	ENSG00000128923	hsa-miR-148a-5p	MIMAT0004549	0.920649627322798
2409	BCAS4	ENSG00000124243	hsa-miR-4496	MIMAT0019031	0.920600920205502
2410	KDM1B	ENSG00000165097	hsa-miR-329-5p	MIMAT0026555	0.920540365246802
2411	KCND3	ENSG00000171385	hsa-miR-4496	MIMAT0019031	0.920508270861842
2412	DYRK3	ENSG00000143479	hsa-miR-5007-5p	MIMAT0021035	0.920498460375145
2413	MTAP	ENSG00000099810	hsa-miR-1288-5p	MIMAT0026743	0.920481978196955
2414	ASH1L	ENSG00000116539	hsa-miR-6780a-3p	MIMAT0027461	0.920413591202386
2415	PLEKHA1	ENSG00000107679	hsa-miR-148a-5p	MIMAT0004549	0.920386695335461
2416	RRP15	ENSG00000067533	hsa-miR-329-5p	MIMAT0026555	0.92036344228452
2417	ASIC1	ENSG00000110881	hsa-miR-4496	MIMAT0019031	0.920347044136655
2418	KAT7	ENSG00000136504	hsa-miR-1288-5p	MIMAT0026743	0.92032831602734
2419	ETV1	ENSG00000006468	hsa-miR-6780a-3p	MIMAT0027461	0.920323771639116
2420	FAM126B	ENSG00000155744	hsa-miR-1252-3p	MIMAT0026744	0.920270957877327
2421	PCBD2	ENSG00000132570	hsa-miR-7154-5p	MIMAT0028218	0.920240082864748
2422	MAP2K6	ENSG00000108984	hsa-miR-1252-3p	MIMAT0026744	0.920194243914081
2423	RC3H2	ENSG00000056586	hsa-miR-380-3p	MIMAT0000735	0.92018719526155
2424	TPCN1	ENSG00000186815	hsa-miR-137-3p	MIMAT0000429	0.920172036289862
2425	KCNQ5	ENSG00000185760	hsa-miR-1252-3p	MIMAT0026744	0.920171903065721
2426	TSPYL4	ENSG00000187189	hsa-miR-4496	MIMAT0019031	0.920151720482419
2427	RNF6	ENSG00000127870	hsa-miR-137-3p	MIMAT0000429	0.920128144844966
2428	ZNF419	ENSG00000105136	hsa-miR-6861-5p	MIMAT0027623	0.920113925170012
2429	MRO	ENSG00000134042	hsa-miR-542-3p	MIMAT0003389	0.920062026623321
2430	GIPC2	ENSG00000137960	hsa-miR-137-3p	MIMAT0000429	0.920052403467969
2431	ZNF830	ENSG00000198783	hsa-miR-137-3p	MIMAT0000429	0.9200350128333
2432	TMEM268	ENSG00000157693	hsa-miR-4496	MIMAT0019031	0.919999487679908
2433	SLC25A48	ENSG00000145832	hsa-miR-212-5p	MIMAT0022695	0.919923525251714
2434	OR4K2	ENSG00000165762	hsa-miR-137-3p	MIMAT0000429	0.919869812456198
2435	MAJIN	ENSG00000168070	hsa-miR-1252-3p	MIMAT0026744	0.919869147460802
2436	PPIP5K2	ENSG00000145725	hsa-miR-1252-3p	MIMAT0026744	0.919867176571861
2437	MMAB	ENSG00000139428	hsa-miR-542-3p	MIMAT0003389	0.919864314879659
2438	MMS22L	ENSG00000146263	hsa-miR-4496	MIMAT0019031	0.919805974618324
2439	AKAP6	ENSG00000151320	hsa-miR-1252-3p	MIMAT0026744	0.919801680256992
2440	FRK	ENSG00000111816	hsa-miR-4496	MIMAT0019031	0.919780896583389
2441	MAL2	ENSG00000147676	hsa-miR-4496	MIMAT0019031	0.919770029174609
2442	C12orf45	ENSG00000151131	hsa-miR-148a-5p	MIMAT0004549	0.919758917371845
2443	ZNF148	ENSG00000163848	hsa-miR-380-3p	MIMAT0000735	0.919744491994382
2444	TBCE	ENSG00000284770	hsa-miR-137-3p	MIMAT0000429	0.91972563636428
2445	GABRA1	ENSG00000022355	hsa-miR-4496	MIMAT0019031	0.91972091296447
2446	ZNF546	ENSG00000187187	hsa-miR-137-3p	MIMAT0000429	0.919654889014368
2447	NEK7	ENSG00000151414	hsa-miR-7154-5p	MIMAT0028218	0.919654175723228
2448	FGL2	ENSG00000127951	hsa-miR-137-3p	MIMAT0000429	0.919648017423365
2449	CBFA2T2	ENSG00000078699	hsa-miR-1252-3p	MIMAT0026744	0.919626871586136
2450	NMNAT3	ENSG00000163864	hsa-miR-137-3p	MIMAT0000429	0.91959524265023
2451	ADAM12	ENSG00000148848	hsa-miR-148a-5p	MIMAT0004549	0.919464738328328
2452	GOPC	ENSG00000047932	hsa-miR-1252-3p	MIMAT0026744	0.919442471272153
2453	PIAS1	ENSG00000033800	hsa-miR-148a-5p	MIMAT0004549	0.919434920713582
2454	XPO1	ENSG00000082898	hsa-miR-7154-5p	MIMAT0028218	0.919414772865139
2455	RAP2C	ENSG00000123728	hsa-miR-6780a-3p	MIMAT0027461	0.919400300468641
2456	SMG1	ENSG00000157106	hsa-miR-212-5p	MIMAT0022695	0.91935229707138
2457	LPCAT2	ENSG00000087253	hsa-miR-148a-5p	MIMAT0004549	0.919313086425701
2458	CREB5	ENSG00000146592	hsa-miR-1252-3p	MIMAT0026744	0.919308093688885
2459	LIMCH1	ENSG00000064042	hsa-miR-1252-3p	MIMAT0026744	0.919264074893881
2460	GDNF	ENSG00000168621	hsa-miR-1252-3p	MIMAT0026744	0.919258799591961
2461	TPTE	ENSG00000274391	hsa-miR-380-3p	MIMAT0000735	0.919244540177515
2462	BCOR	ENSG00000183337	hsa-miR-137-3p	MIMAT0000429	0.919186336370786
2463	CEP170	ENSG00000143702	hsa-miR-148a-5p	MIMAT0004549	0.919136299691368
2464	EHD2	ENSG00000024422	hsa-miR-212-5p	MIMAT0022695	0.919131925077648
2465	KIAA0232	ENSG00000170871	hsa-miR-212-5p	MIMAT0022695	0.91910543006383
2466	AGBL1	ENSG00000273540	hsa-miR-4496	MIMAT0019031	0.919092309459018
2467	POLR2C	ENSG00000102978	hsa-miR-137-3p	MIMAT0000429	0.919047079287867
2468	MAS1	ENSG00000130368	hsa-miR-1252-3p	MIMAT0026744	0.919025394076089
2469	C1QTNF7	ENSG00000163145	hsa-miR-137-3p	MIMAT0000429	0.919015586472861
2470	UGGT1	ENSG00000136731	hsa-miR-4496	MIMAT0019031	0.918983891630918
2471	ASAH2	ENSG00000188611	hsa-miR-329-5p	MIMAT0026555	0.91878640708116
2472	MLEC	ENSG00000110917	hsa-miR-4496	MIMAT0019031	0.918746768890935
2473	OR6C1	ENSG00000205330	hsa-miR-1252-3p	MIMAT0026744	0.918728075785438
2474	CCN3	ENSG00000136999	hsa-miR-3618	MIMAT0017998	0.918721387396596
