I.No	gene_symbol	gene_ensembl_id	mirna_name	mirna_db_id	interaction_score
1062	NPAS3	ENSG00000151322	hsa-miR-183-5p	MIMAT0000261	0.975228817910556
1063	SSR1	ENSG00000124783	hsa-miR-1252-3p	MIMAT0026744	0.975196225353466
1064	NUS1	ENSG00000153989	hsa-miR-4465	MIMAT0018992	0.975185778671226
1065	C2orf49	ENSG00000135974	hsa-miR-224-5p	MIMAT0000281	0.975185072930474
1066	RNF41	ENSG00000181852	hsa-miR-6783-5p	MIMAT0027466	0.975174963018323
1067	ZNFX1	ENSG00000124201	hsa-miR-661	MIMAT0003324	0.975142558451804
1068	DTX1	ENSG00000135144	hsa-miR-661	MIMAT0003324	0.975140181878492
1069	TENM2	ENSG00000145934	hsa-miR-6783-5p	MIMAT0027466	0.975119528761766
1070	TMEM229B	ENSG00000198133	hsa-miR-4446-3p	MIMAT0018965	0.975080394734314
1071	TSPY2	ENSG00000168757	hsa-miR-130a-5p	MIMAT0004593	0.975055317198733
1072	ZBTB6	ENSG00000186130	hsa-miR-6758-5p	MIMAT0027416	0.975029740024882
1073	SALL2	ENSG00000165821	hsa-miR-6127	MIMAT0024610	0.974970665048519
1074	NBPF20	ENSG00000162825	hsa-miR-4446-3p	MIMAT0018965	0.974934121057196
1075	NTM	ENSG00000182667	hsa-miR-940	MIMAT0004983	0.974914250683441
1076	HOOK3	ENSG00000168172	hsa-miR-1252-3p	MIMAT0026744	0.97485010521212
1077	PTCH1	ENSG00000185920	hsa-miR-1252-3p	MIMAT0026744	0.974824700393915
1078	C6orf62	ENSG00000112308	hsa-miR-1911-5p	MIMAT0007885	0.974775846952118
1079	POU2F1	ENSG00000143190	hsa-miR-7157-3p	MIMAT0028225	0.974703489719819
1080	CAMK4	ENSG00000152495	hsa-miR-1252-3p	MIMAT0026744	0.974694665958113
1081	HEBP2	ENSG00000051620	hsa-miR-6783-5p	MIMAT0027466	0.974631097209306
1082	DCDC2	ENSG00000146038	hsa-miR-4465	MIMAT0018992	0.974620492734972
1083	ANKRD20A3P	ENSG00000276203	hsa-miR-5008-5p	MIMAT0021039	0.974616404253128
1084	ROR1	ENSG00000185483	hsa-miR-1252-3p	MIMAT0026744	0.97461612140201
1085	NR0B1	ENSG00000169297	hsa-miR-21-5p	MIMAT0000076	0.974541846159582
1086	IQANK1	ENSG00000203499	hsa-miR-4695-5p	MIMAT0019788	0.974519707756204
1087	CCL20	ENSG00000115009	hsa-miR-21-5p	MIMAT0000076	0.974514156970584
1088	TUT7	ENSG00000083223	hsa-miR-6758-5p	MIMAT0027416	0.974492120035228
1089	CXXC5	ENSG00000171604	hsa-miR-7157-3p	MIMAT0028225	0.974457304988508
1090	JADE1	ENSG00000077684	hsa-miR-1252-3p	MIMAT0026744	0.974456094244757
1091	KLHL14	ENSG00000197705	hsa-miR-7855-5p	MIMAT0030430	0.974436427140568
1092	FOSL2	ENSG00000075426	hsa-miR-6127	MIMAT0024610	0.974390202263267
1093	HSPB7	ENSG00000173641	hsa-miR-6783-5p	MIMAT0027466	0.97438940449451
1094	PRB1	ENSG00000251655	hsa-miR-765	MIMAT0003945	0.974386588462356
1095	ZNF280C	ENSG00000056277	hsa-miR-4687-3p	MIMAT0019775	0.974375421685046
1096	TOB1	ENSG00000141232	hsa-miR-4465	MIMAT0018992	0.974372312992008
1097	GTPBP1	ENSG00000100226	hsa-miR-4446-3p	MIMAT0018965	0.974368634145462
1098	SPDYE1	ENSG00000136206	hsa-miR-6783-5p	MIMAT0027466	0.974342735000913
1099	ZNF3	ENSG00000166526	hsa-miR-92a-1-5p	MIMAT0004507	0.974340931924838
1100	COIL	ENSG00000121058	hsa-miR-4458	MIMAT0018980	0.974275949769627
1101	LRRC40	ENSG00000066557	hsa-miR-224-5p	MIMAT0000281	0.974184393477158
1102	SPRYD3	ENSG00000167778	hsa-miR-6783-5p	MIMAT0027466	0.974181289139685
1103	TTN	ENSG00000155657	hsa-miR-3682-5p	MIMAT0019222	0.974178429257564
1104	GRIN1	ENSG00000176884	hsa-miR-765	MIMAT0003945	0.974165701862411
1105	KLK13	ENSG00000167759	hsa-miR-92a-1-5p	MIMAT0004507	0.974131617774524
1106	AP1G1	ENSG00000166747	hsa-miR-765	MIMAT0003945	0.974110993080735
1107	NLRC3	ENSG00000167984	hsa-miR-4685-5p	MIMAT0019771	0.974104297384536
1108	PRPF4B	ENSG00000112739	hsa-miR-1252-3p	MIMAT0026744	0.974088417006922
1109	FRMPD4	ENSG00000169933	hsa-miR-7855-5p	MIMAT0030430	0.974039906171715
1110	GALNT1	ENSG00000141429	hsa-miR-4458	MIMAT0018980	0.974024036356435
1111	PARD6B	ENSG00000124171	hsa-miR-4458	MIMAT0018980	0.973979654501153
1112	ADGRL2	ENSG00000117114	hsa-miR-4695-5p	MIMAT0019788	0.973933038781108
1113	BCAM	ENSG00000187244	hsa-miR-92a-1-5p	MIMAT0004507	0.973900659929966
1114	WDR47	ENSG00000085433	hsa-miR-7157-3p	MIMAT0028225	0.973892118632067
1115	KDM5C	ENSG00000126012	hsa-miR-765	MIMAT0003945	0.973886165204842
1116	EPS15	ENSG00000085832	hsa-miR-7157-3p	MIMAT0028225	0.973848259308975
1117	ANK3	ENSG00000151150	hsa-miR-661	MIMAT0003324	0.973830358402229
1118	CD34	ENSG00000174059	hsa-miR-765	MIMAT0003945	0.973697338269026
1119	BACH2	ENSG00000112182	hsa-miR-1252-3p	MIMAT0026744	0.973659059838285
1120	KDM6A	ENSG00000147050	hsa-miR-224-5p	MIMAT0000281	0.97363953064246
1121	CADM1	ENSG00000182985	hsa-miR-6758-5p	MIMAT0027416	0.973630278033858
1122	ZNF512	ENSG00000243943	hsa-miR-765	MIMAT0003945	0.973577769508306
1123	SOGA1	ENSG00000149639	hsa-miR-4685-5p	MIMAT0019771	0.973562501704916
1124	TEAD1	ENSG00000187079	hsa-miR-940	MIMAT0004983	0.973553888511599
1125	DTX1	ENSG00000135144	hsa-miR-765	MIMAT0003945	0.973533359153823
1126	APTX	ENSG00000137074	hsa-miR-661	MIMAT0003324	0.973515990436977
1127	GOLPH3	ENSG00000113384	hsa-miR-183-5p	MIMAT0000261	0.973466192725541
1128	TNRC6B	ENSG00000100354	hsa-miR-661	MIMAT0003324	0.97346207686989
1129	GDF6	ENSG00000156466	hsa-miR-4458	MIMAT0018980	0.973432337608506
1130	ARSH	ENSG00000205667	hsa-miR-661	MIMAT0003324	0.97343164396793
1131	KCNC4	ENSG00000116396	hsa-miR-661	MIMAT0003324	0.973404067151813
1132	PUM2	ENSG00000055917	hsa-miR-7157-3p	MIMAT0028225	0.973371512344644
1133	TNRC6A	ENSG00000090905	hsa-miR-4465	MIMAT0018992	0.973333469231404
1134	KCNJ6	ENSG00000157542	hsa-miR-1252-3p	MIMAT0026744	0.973326231599599
1135	AC067968.1	ENSG00000267022	hsa-miR-5008-5p	MIMAT0021039	0.973317690337927
1136	CSTF2	ENSG00000101811	hsa-miR-224-5p	MIMAT0000281	0.973279634289832
1137	ZNF706	ENSG00000120963	hsa-miR-1252-3p	MIMAT0026744	0.973274921383591
1138	PRKCE	ENSG00000171132	hsa-miR-7157-3p	MIMAT0028225	0.973274891258883
1139	SMG1	ENSG00000157106	hsa-miR-4695-5p	MIMAT0019788	0.973264435246087
1140	ATP10A	ENSG00000206190	hsa-miR-7157-3p	MIMAT0028225	0.973237399757237
1141	CNKSR3	ENSG00000153721	hsa-miR-21-5p	MIMAT0000076	0.973203169153854
1142	DIAPH2	ENSG00000147202	hsa-miR-4458	MIMAT0018980	0.973184478255626
1143	PGBD2	ENSG00000185220	hsa-miR-224-5p	MIMAT0000281	0.973168373698647
1144	SHROOM4	ENSG00000158352	hsa-miR-4685-5p	MIMAT0019771	0.973153705499727
1145	INPP4B	ENSG00000109452	hsa-miR-1252-3p	MIMAT0026744	0.973153499406845
1146	TEX2	ENSG00000136478	hsa-miR-765	MIMAT0003945	0.973126981302639
1147	OR4F17	ENSG00000176695	hsa-miR-224-5p	MIMAT0000281	0.97312276524607
1148	CAMKMT	ENSG00000143919	hsa-miR-6127	MIMAT0024610	0.973111017754692
1149	MCTP2	ENSG00000140563	hsa-miR-1252-3p	MIMAT0026744	0.973088752143721
1150	AUP1	ENSG00000115307	hsa-miR-4446-3p	MIMAT0018965	0.973063793859963
1151	FO393400.1	ENSG00000285382	hsa-miR-657	MIMAT0003335	0.97300161144398
1152	ANKRD44	ENSG00000065413	hsa-miR-6758-5p	MIMAT0027416	0.972956773356646
1153	CLIP2	ENSG00000106665	hsa-miR-4687-3p	MIMAT0019775	0.972947271140777
1154	ERBB4	ENSG00000178568	hsa-miR-765	MIMAT0003945	0.972915035972173
1155	HOXB1	ENSG00000120094	hsa-miR-4695-5p	MIMAT0019788	0.972902877901548
1156	BMT2	ENSG00000164603	hsa-miR-1252-3p	MIMAT0026744	0.972892906308459
1157	RIMS4	ENSG00000101098	hsa-miR-4695-5p	MIMAT0019788	0.972885237451793
1158	JMJD6	ENSG00000070495	hsa-miR-765	MIMAT0003945	0.972883314851402
1159	NHLRC2	ENSG00000196865	hsa-miR-6758-5p	MIMAT0027416	0.972862227103506
1160	PRRG1	ENSG00000130962	hsa-miR-7855-5p	MIMAT0030430	0.972825186141331
1161	IQSEC2	ENSG00000124313	hsa-miR-4446-3p	MIMAT0018965	0.972822856963663
1162	KCTD1	ENSG00000134504	hsa-miR-4687-3p	MIMAT0019775	0.972770891204652
1163	IPO4	ENSG00000196497	hsa-miR-4685-5p	MIMAT0019771	0.972762104666751
1164	CPM	ENSG00000135678	hsa-miR-4458	MIMAT0018980	0.972760402283879
1165	RNF130	ENSG00000113269	hsa-miR-7157-3p	MIMAT0028225	0.972738848002597
1166	KIF1C	ENSG00000129250	hsa-miR-661	MIMAT0003324	0.972735352480446
1167	DLAT	ENSG00000150768	hsa-miR-4685-5p	MIMAT0019771	0.97272374118707
1168	BICRAL	ENSG00000112624	hsa-miR-4687-3p	MIMAT0019775	0.972697603779957
1169	MAMLD1	ENSG00000013619	hsa-miR-4687-3p	MIMAT0019775	0.972628093419548
1170	DCN	ENSG00000011465	hsa-miR-224-5p	MIMAT0000281	0.972563283658786
1171	NFAT5	ENSG00000102908	hsa-miR-4458	MIMAT0018980	0.972521313549122
1172	SRP72	ENSG00000174780	hsa-miR-7157-3p	MIMAT0028225	0.972514894519354
1173	GTPBP1	ENSG00000100226	hsa-miR-765	MIMAT0003945	0.972477097654818
1174	KCNC4	ENSG00000116396	hsa-miR-765	MIMAT0003945	0.972470543843932
1175	EPHA3	ENSG00000044524	hsa-miR-6783-5p	MIMAT0027466	0.972456965575796
1176	STX7	ENSG00000079950	hsa-miR-1252-3p	MIMAT0026744	0.972431217304321
1177	PTCH1	ENSG00000185920	hsa-miR-6758-5p	MIMAT0027416	0.972382804431425
1178	ANP32A	ENSG00000140350	hsa-miR-6783-5p	MIMAT0027466	0.972325391132667
1179	ANKRD18B	ENSG00000230453	hsa-miR-4687-3p	MIMAT0019775	0.972307739345001
1180	ATAD2B	ENSG00000119778	hsa-miR-224-5p	MIMAT0000281	0.972298603615208
1181	TCF4	ENSG00000196628	hsa-miR-1252-3p	MIMAT0026744	0.972278390848657
1182	AC069544.2	ENSG00000284024	hsa-miR-4695-5p	MIMAT0019788	0.972262039235015
1183	STYX	ENSG00000198252	hsa-miR-4465	MIMAT0018992	0.97222553485067
1184	ELAPOR1	ENSG00000116299	hsa-miR-4695-5p	MIMAT0019788	0.972215321924325
1185	KLF3	ENSG00000109787	hsa-miR-21-5p	MIMAT0000076	0.972182235645907
1186	ARMCX1	ENSG00000126947	hsa-miR-21-5p	MIMAT0000076	0.972165356097681
1187	TSTD2	ENSG00000136925	hsa-miR-7157-3p	MIMAT0028225	0.97215521271084
1188	LHX9	ENSG00000143355	hsa-miR-6783-5p	MIMAT0027466	0.97212549169166
1189	AP2B1	ENSG00000006125	hsa-miR-6783-5p	MIMAT0027466	0.972064355401659
1190	TMEM106B	ENSG00000106460	hsa-miR-1252-3p	MIMAT0026744	0.972052285726084
1191	MIER1	ENSG00000198160	hsa-miR-1252-3p	MIMAT0026744	0.972048730002975
1192	NETO1	ENSG00000166342	hsa-miR-625-3p	MIMAT0004808	0.972038601633178
1193	GRIN2B	ENSG00000273079	hsa-miR-4695-5p	MIMAT0019788	0.972021961923958
1194	IGSF11	ENSG00000144847	hsa-miR-6127	MIMAT0024610	0.971969941248754
1195	CCDC171	ENSG00000164989	hsa-miR-1252-3p	MIMAT0026744	0.971928483293097
1196	ZBTB20	ENSG00000181722	hsa-miR-6783-5p	MIMAT0027466	0.971891160755686
1197	FXR2	ENSG00000129245	hsa-miR-130a-5p	MIMAT0004593	0.971876148676454
1198	STBD1	ENSG00000118804	hsa-miR-765	MIMAT0003945	0.971874823035825
1199	SNAI3	ENSG00000185669	hsa-miR-661	MIMAT0003324	0.971854163764904
1200	C12orf66	ENSG00000174206	hsa-miR-6783-5p	MIMAT0027466	0.971843981913672
1201	CELF1	ENSG00000149187	hsa-miR-7157-3p	MIMAT0028225	0.971811370213384
1202	PCBD2	ENSG00000132570	hsa-miR-7157-3p	MIMAT0028225	0.97176587793849
1203	AP5M1	ENSG00000053770	hsa-miR-4687-3p	MIMAT0019775	0.971764569527523
1204	ERVFRD-1	ENSG00000244476	hsa-miR-6758-5p	MIMAT0027416	0.971757260448873
1205	HEMK1	ENSG00000114735	hsa-miR-661	MIMAT0003324	0.971743181233846
1206	AC010616.1	ENSG00000285505	hsa-miR-5008-5p	MIMAT0021039	0.971738333699241
1207	CHIC1	ENSG00000204116	hsa-miR-940	MIMAT0004983	0.971634950185463
1208	PAFAH1B1	ENSG00000007168	hsa-miR-3682-5p	MIMAT0019222	0.971631008174926
1209	SPRED1	ENSG00000166068	hsa-miR-7157-3p	MIMAT0028225	0.971612540432744
1210	C2orf50	ENSG00000150873	hsa-miR-5008-5p	MIMAT0021039	0.97160455851317
1211	OSBPL11	ENSG00000144909	hsa-miR-224-5p	MIMAT0000281	0.971583793577912
1212	MSI2	ENSG00000153944	hsa-miR-661	MIMAT0003324	0.971564018207641
1213	DDX5	ENSG00000108654	hsa-miR-6127	MIMAT0024610	0.971557341493967
1214	ZSWIM6	ENSG00000130449	hsa-miR-4465	MIMAT0018992	0.971545502166552
1215	IMMP2L	ENSG00000184903	hsa-miR-6783-5p	MIMAT0027466	0.971458307170738
1216	SUCO	ENSG00000094975	hsa-miR-183-5p	MIMAT0000261	0.97145165853726
1217	KAT6A	ENSG00000083168	hsa-miR-130a-5p	MIMAT0004593	0.971451413283777
1218	CDH13	ENSG00000140945	hsa-miR-6127	MIMAT0024610	0.971443668961528
1219	CRYBB1	ENSG00000100122	hsa-miR-661	MIMAT0003324	0.971423422705595
1220	SLC9A9	ENSG00000181804	hsa-miR-6758-5p	MIMAT0027416	0.97141267895795
1221	USP36	ENSG00000055483	hsa-miR-765	MIMAT0003945	0.971405892609084
1222	IQUB	ENSG00000164675	hsa-miR-4687-3p	MIMAT0019775	0.97139127881523
1223	E2F4	ENSG00000205250	hsa-miR-6822-3p	MIMAT0027545	0.971361506360167
1224	OR5M1	ENSG00000255012	hsa-miR-7157-3p	MIMAT0028225	0.97133151616922
1225	TAF10	ENSG00000166337	hsa-miR-661	MIMAT0003324	0.971323492522605
1226	WASF2	ENSG00000158195	hsa-miR-940	MIMAT0004983	0.971303591888777
1227	SLC17A7	ENSG00000104888	hsa-miR-6783-5p	MIMAT0027466	0.971274803364397
1228	WIPF3	ENSG00000122574	hsa-miR-765	MIMAT0003945	0.971245159750571
1229	SLC44A1	ENSG00000070214	hsa-miR-1252-3p	MIMAT0026744	0.971191721550788
1230	SLX1A	ENSG00000132207	hsa-miR-4465	MIMAT0018992	0.97118130524895
1231	LRRC15	ENSG00000172061	hsa-miR-4685-5p	MIMAT0019771	0.971177838553611
1232	ATAD2B	ENSG00000119778	hsa-miR-4465	MIMAT0018992	0.971175944183309
1233	EPC2	ENSG00000135999	hsa-miR-4465	MIMAT0018992	0.971066092127181
1234	ABCD3	ENSG00000117528	hsa-miR-940	MIMAT0004983	0.971004839385369
1235	CUL4B	ENSG00000158290	hsa-miR-130a-5p	MIMAT0004593	0.9710036438882
1236	CTDSP1	ENSG00000144579	hsa-miR-940	MIMAT0004983	0.970998022580684
1237	FAM155A	ENSG00000204442	hsa-miR-6783-5p	MIMAT0027466	0.970994543280982
1238	PTPN4	ENSG00000088179	hsa-miR-1252-3p	MIMAT0026744	0.970958841620829
1239	BVES	ENSG00000112276	hsa-miR-6822-3p	MIMAT0027545	0.970946494134061
1240	ARFGEF3	ENSG00000112379	hsa-miR-1252-3p	MIMAT0026744	0.970934593913596
1241	A1CF	ENSG00000148584	hsa-miR-183-5p	MIMAT0000261	0.970914028081285
1242	FAM43B	ENSG00000183114	hsa-miR-4446-3p	MIMAT0018965	0.970742094542396
1243	RNF152	ENSG00000176641	hsa-miR-1252-3p	MIMAT0026744	0.970738762403888
1244	LRP12	ENSG00000147650	hsa-miR-1252-3p	MIMAT0026744	0.970712135302559
1245	SORCS2	ENSG00000184985	hsa-miR-6783-5p	MIMAT0027466	0.970711198211468
1246	CBFB	ENSG00000067955	hsa-miR-7157-3p	MIMAT0028225	0.97070927990858
1247	TET3	ENSG00000187605	hsa-miR-4465	MIMAT0018992	0.97070392425175
1248	KMT2E	ENSG00000005483	hsa-miR-1252-3p	MIMAT0026744	0.970672394364849
1249	AC020907.6	ENSG00000285526	hsa-miR-765	MIMAT0003945	0.970671287127999
1250	HGF	ENSG00000019991	hsa-miR-4465	MIMAT0018992	0.970599007650878
1251	PDE7A	ENSG00000205268	hsa-miR-4687-3p	MIMAT0019775	0.970542692033645
1252	MSL1	ENSG00000188895	hsa-miR-6783-5p	MIMAT0027466	0.970527928098546
1253	SLC5A3	ENSG00000198743	hsa-miR-1252-3p	MIMAT0026744	0.970468150247584
1254	TTC39C	ENSG00000168234	hsa-miR-7157-3p	MIMAT0028225	0.970461962252289
1255	EPC1	ENSG00000120616	hsa-miR-4465	MIMAT0018992	0.970399103095192
1256	NFATC2	ENSG00000101096	hsa-miR-4804-5p	MIMAT0019984	0.970393084378125
1257	LMAN2L	ENSG00000114988	hsa-miR-6783-5p	MIMAT0027466	0.970313576774722
1258	NHSL2	ENSG00000204131	hsa-miR-4695-5p	MIMAT0019788	0.970293391117615
1259	TNRC6B	ENSG00000100354	hsa-miR-224-5p	MIMAT0000281	0.970281898083927
1260	ADRA1D	ENSG00000171873	hsa-miR-6783-5p	MIMAT0027466	0.970248109690077
1261	TRPC4	ENSG00000133107	hsa-miR-6127	MIMAT0024610	0.970223523369922
1262	WDTC1	ENSG00000142784	hsa-miR-6783-5p	MIMAT0027466	0.97022057533852
1263	TRIM24	ENSG00000122779	hsa-miR-183-5p	MIMAT0000261	0.970204988177905
1264	FHL2	ENSG00000115641	hsa-miR-661	MIMAT0003324	0.970202238455674
1265	RBM12	ENSG00000244462	hsa-miR-1252-3p	MIMAT0026744	0.970182370532233
1266	KIAA1958	ENSG00000165185	hsa-miR-7157-3p	MIMAT0028225	0.970182295639425
1267	GABPB2	ENSG00000143458	hsa-miR-183-5p	MIMAT0000261	0.970166995410873
1268	SMAD2	ENSG00000175387	hsa-miR-661	MIMAT0003324	0.970158503063434
1269	MEX3B	ENSG00000183496	hsa-miR-4465	MIMAT0018992	0.970151570214454
1270	CCDC85C	ENSG00000205476	hsa-miR-940	MIMAT0004983	0.97013419290172
1271	FIGN	ENSG00000182263	hsa-miR-1252-3p	MIMAT0026744	0.970127915879003
1272	EMSY	ENSG00000158636	hsa-miR-183-5p	MIMAT0000261	0.970083192813687
1273	DEDD2	ENSG00000160570	hsa-miR-4685-5p	MIMAT0019771	0.97008021652166
1274	CIITA	ENSG00000179583	hsa-miR-661	MIMAT0003324	0.970052713805223
1275	LNPEP	ENSG00000113441	hsa-miR-1252-3p	MIMAT0026744	0.970052642102242
1276	PRTG	ENSG00000166450	hsa-miR-940	MIMAT0004983	0.970040529636552
1277	CST1	ENSG00000170373	hsa-miR-4685-5p	MIMAT0019771	0.970012158287829
1278	RFX3	ENSG00000080298	hsa-miR-224-5p	MIMAT0000281	0.970008828686333
1279	MANBA	ENSG00000109323	hsa-miR-661	MIMAT0003324	0.969984178163047
1280	RSPO2	ENSG00000147655	hsa-miR-4458	MIMAT0018980	0.969922556836632
1281	NEDD9	ENSG00000111859	hsa-miR-661	MIMAT0003324	0.969835940307304
1282	XPO4	ENSG00000132953	hsa-miR-224-5p	MIMAT0000281	0.969822605133914
1283	RMND5B	ENSG00000145916	hsa-miR-5008-5p	MIMAT0021039	0.969792075933175
1284	HSPH1	ENSG00000120694	hsa-miR-1252-3p	MIMAT0026744	0.969760081449495
1285	NKAIN2	ENSG00000188580	hsa-miR-4695-5p	MIMAT0019788	0.969745181342726
1286	UBN2	ENSG00000157741	hsa-miR-4465	MIMAT0018992	0.969726293574213
1287	TTN	ENSG00000155657	hsa-miR-7157-3p	MIMAT0028225	0.969723570071325
1288	SLX1B	ENSG00000181625	hsa-miR-4465	MIMAT0018992	0.969702457927169
1289	CSDE1	ENSG00000009307	hsa-miR-8056	MIMAT0030983	0.969685223705325
1290	KCNK2	ENSG00000082482	hsa-miR-6758-5p	MIMAT0027416	0.969682133034538
1291	TRIM5	ENSG00000132256	hsa-miR-1252-3p	MIMAT0026744	0.969672841471526
1292	DPP8	ENSG00000074603	hsa-miR-1252-3p	MIMAT0026744	0.969647150036754
1293	ZNF618	ENSG00000157657	hsa-miR-4687-3p	MIMAT0019775	0.969622097711507
1294	REEP3	ENSG00000165476	hsa-miR-4465	MIMAT0018992	0.969615853417842
1295	KIAA0319L	ENSG00000142687	hsa-miR-5008-5p	MIMAT0021039	0.969613774323442
1296	ZMIZ1	ENSG00000108175	hsa-miR-1252-3p	MIMAT0026744	0.96960077200402
1297	CELF6	ENSG00000140488	hsa-miR-183-5p	MIMAT0000261	0.969598685892524
1298	RIMS1	ENSG00000079841	hsa-miR-224-5p	MIMAT0000281	0.969581995376131
1299	RFX3	ENSG00000080298	hsa-miR-183-5p	MIMAT0000261	0.969581642840015
1300	XYLB	ENSG00000093217	hsa-miR-6127	MIMAT0024610	0.969566315188882
1301	NR3C2	ENSG00000151623	hsa-miR-940	MIMAT0004983	0.969552177773369
1302	ATOH8	ENSG00000168874	hsa-miR-661	MIMAT0003324	0.969519305012447
1303	FAAP20	ENSG00000162585	hsa-miR-7157-3p	MIMAT0028225	0.969504318532602
1304	C19orf84	ENSG00000262874	hsa-miR-4685-5p	MIMAT0019771	0.969499444824581
1305	RNF138	ENSG00000134758	hsa-miR-183-5p	MIMAT0000261	0.969454368130693
1306	MALT1	ENSG00000172175	hsa-miR-21-5p	MIMAT0000076	0.969446583790412
1307	ADAM23	ENSG00000114948	hsa-miR-4465	MIMAT0018992	0.96943117480139
1308	ACSL3	ENSG00000123983	hsa-miR-4465	MIMAT0018992	0.969422047951941
1309	CSRNP2	ENSG00000110925	hsa-miR-6783-5p	MIMAT0027466	0.969421591038551
1310	NCAM2	ENSG00000154654	hsa-miR-1252-3p	MIMAT0026744	0.969420849957148
1311	MORC4	ENSG00000133131	hsa-miR-940	MIMAT0004983	0.969413490595823
1312	ABCB10	ENSG00000135776	hsa-miR-183-5p	MIMAT0000261	0.969383074624652
1313	NXNL2	ENSG00000130045	hsa-miR-4687-3p	MIMAT0019775	0.969374409305806
1314	EVI5	ENSG00000067208	hsa-miR-940	MIMAT0004983	0.96936309063886
1315	SIX6	ENSG00000184302	hsa-miR-5008-5p	MIMAT0021039	0.969321612393515
1316	OR56B2P	ENSG00000181017	hsa-miR-3682-5p	MIMAT0019222	0.969248674823505
1317	PDE4A	ENSG00000065989	hsa-miR-765	MIMAT0003945	0.969238357031134
1318	HIP1	ENSG00000127946	hsa-miR-6127	MIMAT0024610	0.969178839575259
1319	ARIH1	ENSG00000166233	hsa-miR-940	MIMAT0004983	0.969152634155906
1320	HEMK1	ENSG00000114735	hsa-miR-4685-5p	MIMAT0019771	0.969110427314982
1321	NKTR	ENSG00000114857	hsa-miR-130a-5p	MIMAT0004593	0.969082595230002
1322	CNRIP1	ENSG00000119865	hsa-miR-4685-5p	MIMAT0019771	0.96908108539053
1323	LAGE3	ENSG00000196976	hsa-miR-5008-5p	MIMAT0021039	0.969063321824605
1324	UNC5B	ENSG00000107731	hsa-miR-765	MIMAT0003945	0.969030743480144
1325	CLCN5	ENSG00000171365	hsa-miR-4458	MIMAT0018980	0.9690051033208
1326	PABPN1	ENSG00000100836	hsa-miR-4292	MIMAT0016919	0.968982661920443
1327	SETD1B	ENSG00000139718	hsa-miR-6127	MIMAT0024610	0.968979816666044
1328	PEX26	ENSG00000215193	hsa-miR-940	MIMAT0004983	0.968969621300801
1329	TP53TG3D	ENSG00000205456	hsa-miR-4685-5p	MIMAT0019771	0.968963505276798
1330	ZFAND5	ENSG00000107372	hsa-miR-7157-3p	MIMAT0028225	0.968960657154767
1331	PDK3	ENSG00000067992	hsa-miR-1252-3p	MIMAT0026744	0.968958156425074
1332	RNF38	ENSG00000137075	hsa-miR-1252-3p	MIMAT0026744	0.968942744609095
1333	GJC1	ENSG00000182963	hsa-miR-661	MIMAT0003324	0.968936696132364
1334	NRBP2	ENSG00000185189	hsa-miR-765	MIMAT0003945	0.968909949485011
1335	SYT1	ENSG00000067715	hsa-miR-183-5p	MIMAT0000261	0.968887842846974
1336	DMTF1	ENSG00000135164	hsa-miR-7157-3p	MIMAT0028225	0.968819013636281
1337	DNAJB2	ENSG00000135924	hsa-miR-765	MIMAT0003945	0.968818657323093
1338	AGAP1	ENSG00000157985	hsa-miR-6758-5p	MIMAT0027416	0.968780397817463
1339	ARIH1	ENSG00000166233	hsa-miR-6127	MIMAT0024610	0.968760205215815
1340	CIBAR1	ENSG00000188343	hsa-miR-224-5p	MIMAT0000281	0.96874063722397
1341	HIPK3	ENSG00000110422	hsa-miR-21-5p	MIMAT0000076	0.968731219971663
1342	IPO11	ENSG00000086200	hsa-miR-5008-5p	MIMAT0021039	0.968722262561624
1343	PRLR	ENSG00000113494	hsa-miR-7157-3p	MIMAT0028225	0.968704010412118
1344	ZDHHC2	ENSG00000104219	hsa-miR-4685-5p	MIMAT0019771	0.968696302492111
1345	CHD7	ENSG00000171316	hsa-miR-6127	MIMAT0024610	0.968684223744126
1346	CASP14	ENSG00000105141	hsa-miR-6758-5p	MIMAT0027416	0.968667286601655
1347	KRR1	ENSG00000111615	hsa-miR-6758-5p	MIMAT0027416	0.968633224400135
1348	TPT1	ENSG00000133112	hsa-miR-1252-3p	MIMAT0026744	0.968629239357972
1349	OTULIN	ENSG00000154124	hsa-miR-6783-5p	MIMAT0027466	0.968497553901407
1350	BCL2L15	ENSG00000188761	hsa-miR-4695-5p	MIMAT0019788	0.968309035077112
1351	KCTD12	ENSG00000178695	hsa-miR-224-5p	MIMAT0000281	0.9683043588477
1352	NDN	ENSG00000182636	hsa-miR-6783-5p	MIMAT0027466	0.968286198739059
1353	IREB2	ENSG00000136381	hsa-miR-6783-5p	MIMAT0027466	0.968274560442967
1354	LRRN1	ENSG00000175928	hsa-miR-1252-3p	MIMAT0026744	0.968264287631662
1355	THRAP3	ENSG00000054118	hsa-miR-6783-5p	MIMAT0027466	0.968233985687802
1356	FBXO42	ENSG00000037637	hsa-miR-6783-5p	MIMAT0027466	0.968222555987784
1357	LGR4	ENSG00000205213	hsa-miR-224-5p	MIMAT0000281	0.968171421455644
1358	TMEM135	ENSG00000166575	hsa-miR-1252-3p	MIMAT0026744	0.968097288155732
1359	Z83844.1	ENSG00000100101	hsa-miR-4685-5p	MIMAT0019771	0.968086241820888
1360	CEP350	ENSG00000135837	hsa-miR-7157-3p	MIMAT0028225	0.967956174364876
